Quarter,Channel,Product_Line,Revenue,Product_Cost,Customer_Service_Cost,Profit
Q1,MOP,Credit Products,50,31,5,14
Q1,ATM,Other Products,59,52,13,-6
Q3,BRH,Credit Products,737,691,72,-27
Q3,INT,Fee Based Products,243,297,69,-122
Q1,MAL,Fee Based Products,58,57,8,-7
Q4,MOP,Credit Products,65,57,14,-5
Q2,INT,Revolving Credit Products,40,31,4,5
Q3,MOP,Deposit Products,58,43,10,5
Q1,ATM,Third Party Products,57,39,8,11
Q4,CCT,Fee Based Products,52,35,8,9
Q3,EML,Fee Based Products,178,233,53,-109
Q1,EVE,Revolving Credit Products,43,21,4,19
Q1,TEL,Revolving Credit Products,104,129,17,-43
Q2,MAL,Other Products,56,56,9,-9
Q4,MOP,Other Products,59,69,14,-24
Q3,TEL,Credit Products,87,48,6,32
Q2,MAL,Third Party Products,122,150,37,-65
Q4,INT,Third Party Products,112,121,20,-29
Q4,MAL,Other Products,56,34,6,16
Q2,ATM,Other Products,57,32,5,20
Q3,MAL,Deposit Products,64,43,4,17
Q1,EML,Credit Products,1554,1677,385,-507
Q2,MAL,Fee Based Products,322,163,39,120
Q4,CCT,Credit Products,456,245,58,154
Q3,MAL,Other Products,466,183,22,261
Q3,ATM,Third Party Products,68,35,4,30
Q3,MAL,Other Products,68,39,5,24
Q3,MOP,Credit Products,46,40,7,-1
Q1,MAL,Other Products,56,25,3,28
Q1,INT,Third Party Products,73,33,4,36
Q4,INT,Credit Products,41,25,4,12
Q3,EVE,Credit Products,134,90,12,32
Q3,ATM,Other Products,76,44,7,25
Q3,BRH,Credit Products,54,37,7,9
Q4,MAL,Deposit Products,167,215,41,-89
Q2,BRH,Other Products,410,511,63,-163
Q3,TEL,Revolving Credit Products,877,364,42,471
Q3,ATM,Other Products,1101,618,76,407
Q2,CCT,Deposit Products,156,152,25,-21
Q2,BRH,Credit Products,66,34,6,25
Q4,TEL,Credit Products,210,253,51,-95
Q4,MOP,Other Products,68,83,10,-25
Q1,MAL,Other Products,312,383,95,-165
Q4,BRH,Other Products,25,21,5,0
Q2,MOP,Deposit Products,107,93,18,-4
Q2,ATM,Third Party Products,58,30,7,21
Q3,MAL,Third Party Products,64,33,6,25
Q3,CCT,Fee Based Products,187,196,39,-49
Q1,DSA,Deposit Products,131,136,15,-20
Q2,CCT,Revolving Credit Products,265,332,42,-108
Q4,MAL,Fee Based Products,265,114,21,130
Q3,TEL,Credit Products,49,23,3,23
Q3,MOP,Credit Products,50,20,3,26
Q1,EVE,Other Products,60,57,6,-3
Q1,MAL,Third Party Products,109,71,17,20
Q2,MAL,Third Party Products,57,69,15,-26
Q1,ATM,Third Party Products,61,79,12,-29
Q2,INT,Third Party Products,221,162,22,36
Q4,EVE,Deposit Products,216,114,20,82
Q3,MAL,Fee Based Products,65,68,16,-19
Q2,MAL,Fee Based Products,58,78,14,-34
Q2,INT,Third Party Products,47,53,6,-12
Q1,CCT,Deposit Products,127,65,12,50
Q1,CCT,Fee Based Products,95,99,16,-20
Q4,MAL,Revolving Credit Products,76,65,8,3
Q3,TEL,Revolving Credit Products,106,40,7,59
Q1,TEL,Other Products,57,43,8,6
Q1,TEL,Credit Products,35,17,3,15
Q4,TEL,Revolving Credit Products,277,168,21,87
Q2,CCT,Deposit Products,125,82,15,28
Q4,MAL,Other Products,63,31,6,26
Q1,MOP,Deposit Products,39,22,5,12
Q2,INT,Fee Based Products,282,141,23,117
Q1,CCT,Deposit Products,107,61,14,31
Q2,TEL,Revolving Credit Products,95,126,31,-62
Q2,MAL,Deposit Products,73,32,6,34
Q3,MAL,Fee Based Products,62,29,7,26
Q2,DSA,Revolving Credit Products,125,132,33,-40
Q3,EVE,Other Products,32,27,6,-2
Q4,TEL,Fee Based Products,83,77,9,-3
Q3,EVE,Other Products,50,64,15,-29
Q2,MOP,Credit Products,70,55,7,8
Q3,MOP,Revolving Credit Products,107,39,5,64
Q2,TEL,Credit Products,32,37,4,-10
Q2,INT,Third Party Products,113,121,16,-25
Q4,MOP,Deposit Products,36,26,6,4
Q2,MAL,Other Products,58,59,9,-10
Q3,BRH,Deposit Products,211,77,19,115
Q1,BRH,Fee Based Products,479,628,102,-251
Q1,CCT,Other Products,263,335,37,-109
Q1,MOP,Revolving Credit Products,61,71,15,-25
Q3,ATM,Fee Based Products,70,38,9,23
Q4,CCT,Revolving Credit Products,725,463,81,181
Q4,MOP,Deposit Products,86,109,19,-41
Q4,MAL,Fee Based Products,60,35,9,17
Q4,EML,Revolving Credit Products,300,310,54,-63
Q1,TEL,Deposit Products,551,417,56,78
Q1,CCT,Revolving Credit Products,370,284,46,40
Q1,BRH,Revolving Credit Products,522,552,67,-97
Q4,ATM,Fee Based Products,140,166,31,-58
Q1,ATM,Fee Based Products,66,29,3,34
Q3,TEL,Other Products,42,20,2,20
Q3,BRH,Credit Products,63,80,15,-31
Q4,MAL,Third Party Products,57,55,8,-6
Q2,ATM,Third Party Products,60,65,8,-12
Q1,MAL,Third Party Products,58,59,7,-8
Q3,EVE,Credit Products,38,17,3,18
Q1,MOP,Credit Products,106,85,19,2
Q3,EML,Credit Products,40,50,10,-20
Q1,ATM,Fee Based Products,65,24,2,38
Q2,MAL,Deposit Products,114,45,7,62
Q4,EML,Deposit Products,173,86,12,75
Q1,ATM,Credit Products,816,796,106,-86
Q2,CCT,Credit Products,214,197,37,-21
Q2,MAL,Fee Based Products,60,60,10,-10
Q2,INT,Third Party Products,160,162,20,-22
Q1,TEL,Credit Products,143,165,36,-58
Q1,EVE,Credit Products,123,158,37,-72
Q1,MAL,Deposit Products,59,70,15,-26
Q1,MAL,Deposit Products,59,43,6,10
Q4,EML,Fee Based Products,273,307,73,-107
Q3,CCT,Third Party Products,135,178,30,-73
Q4,MAL,Third Party Products,58,71,18,-31
Q4,MAL,Fee Based Products,60,51,5,3
Q3,MOP,Other Products,32,39,8,-14
Q2,MOP,Credit Products,40,50,12,-22
Q1,ATM,Other Products,59,58,14,-13
Q2,MOP,Deposit Products,48,44,9,-5
Q3,BRH,Revolving Credit Products,857,962,218,-322
Q1,MAL,Deposit Products,117,123,30,-36
Q2,CCT,Deposit Products,124,121,28,-24
Q4,MAL,Other Products,63,24,6,34
Q2,EVE,Deposit Products,136,151,16,-32
Q2,MOP,Revolving Credit Products,65,83,18,-36
Q1,EML,Credit Products,280,190,30,61
Q2,CCT,Third Party Products,126,62,7,57
Q2,DSA,Deposit Products,233,218,28,-13
Q3,ATM,Fee Based Products,72,76,11,-16
Q4,TEL,Fee Based Products,60,26,3,32
Q2,DSA,Revolving Credit Products,232,140,21,71
Q2,ATM,Credit Products,121,83,19,19
Q2,EML,Revolving Credit Products,259,257,36,-34
Q1,MAL,Revolving Credit Products,69,63,10,-4
Q4,DSA,Deposit Products,270,131,26,113
Q2,MAL,Third Party Products,109,140,21,-52
Q3,EML,Deposit Products,143,114,21,8
Q2,MAL,Fee Based Products,57,23,3,31
Q3,INT,Fee Based Products,245,214,39,-8
Q4,CCT,Revolving Credit Products,57,68,11,-22
Q3,MOP,Revolving Credit Products,58,69,13,-25
Q2,ATM,Third Party Products,62,61,11,-10
Q4,TEL,Deposit Products,113,100,17,-3
Q2,EML,Third Party Products,141,158,21,-38
Q2,ATM,Fee Based Products,65,55,12,-2
Q1,ATM,Credit Products,140,112,26,2
Q2,CCT,Third Party Products,180,149,21,9
Q2,MAL,Credit Products,1384,1188,206,-9
Q3,MAL,Fee Based Products,65,49,7,9
Q2,TEL,Credit Products,136,156,34,-53
Q1,EVE,Other Products,67,68,10,-11
Q3,INT,Fee Based Products,136,143,27,-34
Q1,MOP,Revolving Credit Products,53,42,5,6
Q1,EML,Credit Products,50,59,8,-17
Q1,EML,Other Products,285,203,24,58
Q1,BRH,Credit Products,52,19,5,29
Q2,BRH,Deposit Products,227,201,26,0
Q4,MAL,Third Party Products,57,22,3,31
Q3,MAL,Third Party Products,64,41,8,15
Q1,MAL,Fee Based Products,59,53,11,-5
Q2,EVE,Deposit Products,99,36,5,58
Q1,DSA,Revolving Credit Products,213,217,42,-46
Q1,MOP,Deposit Products,121,152,28,-60
Q3,ATM,Deposit Products,82,78,11,-7
Q3,ATM,Other Products,63,26,5,32
Q1,MAL,Third Party Products,126,76,12,39
Q4,CCT,Third Party Products,164,61,13,89
Q3,INT,Third Party Products,124,97,17,10
Q4,MOP,Deposit Products,57,49,10,-2
Q2,TEL,Revolving Credit Products,138,174,18,-54
Q2,ATM,Credit Products,79,62,7,10
Q1,DSA,Deposit Products,180,140,27,13
Q4,ATM,Fee Based Products,678,434,56,188
Q1,INT,Fee Based Products,171,58,10,103
Q3,MAL,Deposit Products,142,118,23,2
Q3,MOP,Deposit Products,57,68,14,-25
Q4,CCT,Deposit Products,145,120,19,6
Q2,EML,Deposit Products,143,157,36,-50
Q2,CCT,Credit Products,64,42,7,15
Q4,MAL,Fee Based Products,109,65,12,33
Q2,INT,Deposit Products,55,32,5,18
Q3,MAL,Deposit Products,164,146,25,-8
Q4,TEL,Credit Products,131,165,34,-68
Q2,DSA,Other Products,35,37,6,-8
Q3,INT,Third Party Products,72,65,13,-6
Q1,EVE,Deposit Products,65,50,7,8
Q3,CCT,Fee Based Products,238,187,25,26
Q2,INT,Other Products,316,200,35,81
Q4,ATM,Fee Based Products,149,123,27,-1
Q2,TEL,Fee Based Products,71,26,4,41
Q1,TEL,Other Products,97,75,11,11
Q2,MAL,Deposit Products,59,75,15,-31
Q2,MAL,Third Party Products,58,27,3,28
Q2,INT,Third Party Products,138,51,8,79
Q1,EML,Deposit Products,89,93,19,-23
Q4,CCT,Deposit Products,121,57,13,50
Q1,MOP,Deposit Products,77,63,9,5
Q1,TEL,Credit Products,89,119,14,-44
Q1,ATM,Other Products,72,44,7,22
Q1,MAL,Third Party Products,58,55,9,-6
Q4,CCT,Other Products,287,237,41,8
Q3,CCT,Fee Based Products,202,257,52,-106
Q4,TEL,Other Products,179,216,35,-72
Q1,MAL,Other Products,351,301,72,-22
Q1,MAL,Other Products,62,27,5,30
Q4,MAL,Other Products,61,55,13,-7
Q3,INT,Fee Based Products,105,51,9,45
Q1,BRH,Third Party Products,249,134,31,85
Q3,MOP,Other Products,44,43,8,-6
Q4,MAL,Third Party Products,57,45,11,1
Q3,EML,Revolving Credit Products,314,382,66,-134
Q1,INT,Credit Products,330,114,12,203
Q1,MOP,Credit Products,74,55,7,12
Q3,CCT,Other Products,253,186,36,31
Q4,EML,Third Party Products,205,90,11,104
Q4,MOP,Credit Products,108,143,18,-52
Q1,MAL,Third Party Products,117,87,19,11
Q4,EML,Deposit Products,108,85,16,7
Q4,ATM,Other Products,139,183,21,-66
Q1,EML,Fee Based Products,163,109,15,39
Q1,MAL,Other Products,61,66,11,-17
Q1,TEL,Other Products,164,178,34,-48
Q3,ATM,Fee Based Products,71,79,15,-23
Q4,MAL,Fee Based Products,59,29,7,24
Q4,MOP,Deposit Products,46,35,7,3
Q1,EVE,Credit Products,170,91,12,67
Q3,DSA,Deposit Products,121,63,11,47
Q3,TEL,Revolving Credit Products,64,77,10,-23
Q4,EVE,Other Products,84,42,10,32
Q3,MOP,Other Products,41,36,5,-1
Q2,INT,Other Products,254,277,38,-61
Q1,TEL,Deposit Products,42,19,3,20
Q4,TEL,Fee Based Products,77,80,9,-12
Q2,CCT,Credit Products,1712,723,124,865
Q1,INT,Other Products,241,109,27,105
Q3,EML,Deposit Products,115,53,7,55
Q4,MAL,Revolving Credit Products,1028,610,136,283
Q4,EVE,Revolving Credit Products,131,174,36,-79
Q2,MAL,Fee Based Products,111,136,26,-51
Q4,BRH,Credit Products,69,42,7,20
Q1,ATM,Fee Based Products,65,22,4,39
Q4,CCT,Fee Based Products,185,225,43,-83
Q3,INT,Third Party Products,89,34,3,52
Q2,ATM,Revolving Credit Products,130,143,25,-37
Q4,CCT,Revolving Credit Products,314,350,51,-88
Q3,INT,Third Party Products,87,59,11,17
Q1,BRH,Other Products,567,698,76,-206
Q2,TEL,Fee Based Products,71,85,18,-32
Q1,CCT,Third Party Products,131,139,33,-41
Q4,EML,Deposit Products,140,180,39,-80
Q3,MOP,Credit Products,118,155,20,-58
Q4,MAL,Third Party Products,59,38,8,12
Q3,EML,Revolving Credit Products,395,141,16,237
Q3,DSA,Deposit Products,156,89,16,51
Q1,ATM,Other Products,70,59,8,3
Q3,MAL,Fee Based Products,114,48,12,54
Q4,ATM,Fee Based Products,150,52,7,92
Q1,MOP,Revolving Credit Products,62,49,9,4
Q1,EML,Revolving Credit Products,279,312,76,-109
Q2,MOP,Revolving Credit Products,59,24,3,31
Q3,ATM,Third Party Products,63,46,6,11
Q2,MAL,Revolving Credit Products,1123,1255,145,-276
Q3,EML,Deposit Products,179,61,15,102
Q4,EVE,Revolving Credit Products,181,174,34,-27
Q1,EML,Credit Products,1363,972,103,288
Q2,BRH,Deposit Products,199,256,49,-105
Q3,MAL,Deposit Products,125,126,13,-14
Q3,EVE,Deposit Products,142,112,27,3
Q3,BRH,Credit Products,3018,1468,157,1393
Q2,MAL,Revolving Credit Products,1764,1794,192,-222
Q1,MAL,Revolving Credit Products,257,134,16,107
Q4,INT,Third Party Products,103,62,11,30
Q4,TEL,Credit Products,174,182,33,-41
Q1,MAL,Third Party Products,140,128,13,-1
Q3,CCT,Other Products,148,173,21,-46
Q2,MAL,Credit Products,484,438,52,-5
Q4,EML,Fee Based Products,232,93,15,124
Q4,MOP,Deposit Products,311,150,18,143
Q1,EVE,Revolving Credit Products,122,123,29,-30
Q2,MAL,Credit Products,250,157,28,65
Q4,MOP,Other Products,129,162,21,-54
Q4,EML,Third Party Products,142,176,30,-64
Q2,EML,Deposit Products,147,159,32,-43
Q4,EML,Deposit Products,113,126,22,-36
Q2,BRH,Third Party Products,285,336,37,-88
Q1,BRH,Credit Products,660,501,54,105
Q3,DSA,Deposit Products,239,229,46,-35
Q4,ATM,Third Party Products,140,186,40,-86
Q1,DSA,Revolving Credit Products,112,75,17,19
Q3,MAL,Third Party Products,147,138,24,-15
Q2,BRH,Deposit Products,270,250,61,-41
Q1,ATM,Deposit Products,75,27,5,43
Q4,INT,Fee Based Products,170,62,9,99
Q4,EVE,Revolving Credit Products,64,79,10,-25
Q2,MAL,Third Party Products,58,36,7,14
Q1,CCT,Fee Based Products,98,129,31,-62
Q3,MAL,Fee Based Products,64,80,8,-24
Q1,INT,Credit Products,222,281,61,-120
Q4,ATM,Third Party Products,139,172,41,-74
Q1,EML,Fee Based Products,187,161,38,-13
Q4,EML,Deposit Products,136,76,12,48
Q1,CCT,Deposit Products,154,109,14,31
Q3,DSA,Credit Products,147,144,19,-16
Q1,INT,Other Products,284,269,40,-26
Q1,CCT,Credit Products,392,302,44,46
Q2,MAL,Third Party Products,232,263,46,-76
Q2,TEL,Revolving Credit Products,881,438,87,355
Q2,MOP,Credit Products,80,81,19,-20
Q4,INT,Other Products,351,409,72,-130
Q3,ATM,Other Products,80,28,3,48
Q2,TEL,Revolving Credit Products,444,175,38,231
Q1,MAL,Deposit Products,115,117,13,-14
Q1,CCT,Credit Products,1165,1322,327,-484
Q1,CCT,Revolving Credit Products,239,319,65,-145
Q4,TEL,Fee Based Products,46,62,7,-23
Q1,DSA,Credit Products,326,415,76,-165
Q4,EML,Third Party Products,110,129,24,-43
Q4,BRH,Revolving Credit Products,590,764,180,-354
Q3,CCT,Fee Based Products,226,276,50,-100
Q2,EVE,Credit Products,167,60,12,94
Q2,CCT,Third Party Products,79,34,7,38
Q3,MAL,Third Party Products,152,194,45,-87
Q2,EVE,Deposit Products,140,185,45,-90
Q1,MOP,Credit Products,206,178,33,-5
Q4,EML,Credit Products,80,92,20,-32
Q4,CCT,Revolving Credit Products,306,395,94,-184
Q3,EVE,Deposit Products,213,240,32,-59
Q3,BRH,Fee Based Products,319,389,57,-127
Q2,BRH,Fee Based Products,391,166,22,203
Q1,EML,Deposit Products,156,186,41,-71
Q2,ATM,Deposit Products,3854,4101,445,-691
Q3,EML,Credit Products,1393,1177,214,2
Q4,DSA,Deposit Products,237,85,14,138
Q4,ATM,Third Party Products,137,100,23,14
Q2,MAL,Deposit Products,185,231,56,-101
Q3,EML,Third Party Products,125,107,25,-7
Q1,MAL,Third Party Products,58,70,12,-24
Q4,CCT,Credit Products,1276,725,106,444
Q1,MOP,Credit Products,167,219,48,-99
Q1,INT,Deposit Products,812,404,51,357
Q2,EML,Deposit Products,126,94,11,21
Q4,MAL,Third Party Products,184,206,28,-50
Q1,ATM,Third Party Products,61,78,10,-26
Q1,INT,Other Products,401,185,21,196
Q3,TEL,Fee Based Products,78,54,8,16
Q4,MAL,Deposit Products,134,119,25,-10
Q2,ATM,Third Party Products,63,44,9,10
Q2,MAL,Third Party Products,109,122,27,-40
Q1,MOP,Credit Products,160,107,24,29
Q3,MOP,Deposit Products,155,203,21,-69
Q2,TEL,Other Products,113,48,11,53
Q3,EVE,Deposit Products,184,244,32,-92
Q4,ATM,Fee Based Products,147,90,21,36
Q2,CCT,Credit Products,445,395,98,-48
Q3,TEL,Credit Products,139,102,13,25
Q1,EML,Fee Based Products,302,331,74,-103
Q1,INT,Deposit Products,1341,1002,215,124
Q2,CCT,Fee Based Products,306,269,34,3
Q3,EML,Revolving Credit Products,244,100,21,123
Q3,MOP,Revolving Credit Products,241,111,28,102
Q2,EML,Revolving Credit Products,223,215,34,-26
Q1,CCT,Credit Products,65,23,5,37
Q4,EVE,Credit Products,83,89,22,-27
Q4,ATM,Revolving Credit Products,203,255,57,-109
Q4,MAL,Fee Based Products,57,68,13,-23
Q1,EML,Third Party Products,260,326,79,-145
Q3,MAL,Fee Based Products,67,83,11,-27
Q2,ATM,Third Party Products,58,61,9,-11
Q3,DSA,Revolving Credit Products,229,242,59,-72
Q1,ATM,Third Party Products,459,215,49,195
Q2,TEL,Credit Products,107,48,5,55
Q2,EML,Credit Products,343,263,53,26
Q4,CCT,Deposit Products,108,56,9,43
Q2,MOP,Credit Products,180,99,23,58
Q3,MOP,Credit Products,161,122,29,10
Q3,EML,Third Party Products,81,39,9,34
Q3,EML,Other Products,343,270,28,44
Q4,MAL,Deposit Products,59,67,8,-16
Q1,CCT,Credit Products,253,204,24,26
Q2,EVE,Revolving Credit Products,111,140,27,-56
Q2,TEL,Other Products,141,78,12,51
Q2,TEL,Credit Products,194,105,22,67
Q3,MAL,Fee Based Products,64,73,14,-23
Q2,DSA,Revolving Credit Products,210,74,8,127
Q4,INT,Deposit Products,136,58,11,67
Q3,MAL,Fee Based Products,218,168,21,29
Q1,ATM,Third Party Products,63,66,10,-13
Q2,MAL,Third Party Products,82,70,15,-2
Q4,INT,Deposit Products,304,274,62,-33
Q2,INT,Fee Based Products,171,224,34,-88
Q2,ATM,Fee Based Products,68,77,9,-19
Q2,MAL,Deposit Products,141,67,12,61
Q3,INT,Other Products,342,351,88,-97
Q3,CCT,Credit Products,356,466,60,-170
Q2,CCT,Deposit Products,83,93,13,-23
Q2,BRH,Other Products,689,851,88,-250
Q1,MAL,Credit Products,1304,1590,249,-536
Q3,EML,Third Party Products,101,87,16,-2
Q3,INT,Third Party Products,181,220,49,-88
Q3,BRH,Third Party Products,212,111,12,89
Q3,TEL,Credit Products,737,394,51,292
Q3,MAL,Other Products,67,31,4,32
Q3,ATM,Fee Based Products,73,43,6,24
Q2,CCT,Deposit Products,104,127,14,-38
Q3,EML,Fee Based Products,355,284,39,33
Q3,ATM,Other Products,64,73,12,-21
Q1,CCT,Revolving Credit Products,246,277,43,-74
Q4,CCT,Deposit Products,199,111,28,60
Q3,CCT,Credit Products,398,202,33,164
Q1,EML,Revolving Credit Products,223,274,39,-89
Q1,MAL,Fee Based Products,193,99,24,70
Q2,BRH,Revolving Credit Products,567,388,56,123
Q3,CCT,Fee Based Products,179,200,27,-48
Q3,ATM,Revolving Credit Products,135,153,33,-51
Q3,DSA,Deposit Products,139,57,6,76
Q1,MAL,Credit Products,225,150,23,52
Q4,EVE,Credit Products,193,86,18,89
Q3,MAL,Revolving Credit Products,75,35,8,32
Q2,EVE,Credit Products,302,110,15,177
Q2,MOP,Credit Products,191,253,58,-120
Q3,EML,Deposit Products,117,118,12,-14
Q1,DSA,Revolving Credit Products,129,155,34,-60
Q4,INT,Third Party Products,104,78,17,9
Q2,ATM,Fee Based Products,65,73,13,-21
Q2,ATM,Credit Products,1316,616,86,614
Q3,MAL,Credit Products,264,94,14,156
Q3,BRH,Revolving Credit Products,1762,1002,238,523
Q1,MAL,Deposit Products,1388,492,101,796
Q1,MOP,Revolving Credit Products,148,84,12,52
Q2,CCT,Credit Products,237,223,50,-37
Q1,EVE,Deposit Products,145,135,27,-17
Q2,CCT,Other Products,436,238,33,164
Q3,TEL,Credit Products,208,77,11,120
Q4,CCT,Deposit Products,71,92,15,-36
Q2,INT,Credit Products,219,258,30,-69
Q3,MAL,Deposit Products,174,232,37,-94
Q4,INT,Revolving Credit Products,308,340,73,-105
Q4,EVE,Revolving Credit Products,118,111,25,-18
Q2,BRH,Credit Products,568,647,137,-217
Q2,CCT,Fee Based Products,106,132,31,-56
Q2,MOP,Deposit Products,254,332,69,-148
Q4,ATM,Third Party Products,836,558,133,145
Q3,BRH,Credit Products,547,525,100,-78
Q2,MAL,Third Party Products,207,82,13,112
Q3,MAL,Credit Products,396,385,40,-29
Q1,TEL,Fee Based Products,126,167,30,-71
Q3,EVE,Revolving Credit Products,244,238,58,-52
Q4,EML,Other Products,302,240,58,4
Q4,INT,Deposit Products,219,194,21,4
Q1,INT,Deposit Products,241,313,35,-108
Q3,EVE,Revolving Credit Products,107,110,17,-20
Q1,EML,Deposit Products,133,161,39,-67
Q1,TEL,Credit Products,156,207,27,-77
Q4,MOP,Revolving Credit Products,283,156,23,105
Q1,DSA,Revolving Credit Products,276,148,26,102
Q3,CCT,Third Party Products,150,69,15,66
Q2,DSA,Credit Products,219,113,24,83
Q4,DSA,Deposit Products,142,187,33,-78
Q3,CCT,Credit Products,287,373,68,-155
Q2,EVE,Revolving Credit Products,110,132,30,-52
Q3,MAL,Third Party Products,104,89,19,-4
Q1,CCT,Third Party Products,180,196,20,-36
Q4,BRH,Deposit Products,392,352,55,-15
Q4,TEL,Other Products,100,57,12,31
Q2,MOP,Deposit Products,206,157,17,32
Q3,TEL,Deposit Products,644,597,121,-74
Q3,MOP,Credit Products,190,122,28,41
Q4,MAL,Revolving Credit Products,2074,2193,404,-522
Q2,BRH,Third Party Products,210,192,24,-6
Q2,DSA,Deposit Products,167,218,51,-102
Q3,MAL,Third Party Products,157,164,27,-33
Q3,INT,Deposit Products,122,57,7,57
Q4,MOP,Deposit Products,200,221,31,-51
Q2,EVE,Credit Products,88,85,10,-7
Q1,DSA,Credit Products,148,71,7,70
Q1,TEL,Deposit Products,73,27,6,39
Q2,EML,Other Products,394,184,33,176
Q2,MAL,Deposit Products,144,161,23,-40
Q1,TEL,Deposit Products,636,279,31,326
Q1,MAL,Third Party Products,116,129,22,-34
Q2,INT,Deposit Products,170,225,25,-80
Q4,CCT,Other Products,328,298,66,-36
Q1,INT,Credit Products,329,259,63,7
Q3,TEL,Other Products,153,91,22,40
Q2,INT,Credit Products,357,291,41,25
Q4,DSA,Deposit Products,271,172,38,61
Q3,TEL,Revolving Credit Products,501,361,54,86
Q2,INT,Credit Products,282,147,23,111
Q1,MAL,Revolving Credit Products,1291,987,100,204
Q2,EML,Fee Based Products,218,127,16,75
Q2,CCT,Third Party Products,131,58,6,68
Q1,MOP,Deposit Products,166,100,12,53
Q2,CCT,Fee Based Products,126,115,17,-6
Q4,BRH,Revolving Credit Products,922,563,128,231
Q4,EML,Other Products,378,224,42,112
Q1,CCT,Fee Based Products,134,98,18,19
Q2,BRH,Deposit Products,192,110,20,62
Q1,BRH,Deposit Products,188,140,18,30
Q2,EML,Credit Products,289,98,18,173
Q3,CCT,Third Party Products,122,71,16,34
Q4,ATM,Other Products,163,120,17,26
Q4,ATM,Revolving Credit Products,1383,802,168,414
Q1,EVE,Revolving Credit Products,148,150,30,-32
Q4,EML,Revolving Credit Products,299,213,26,60
Q3,MOP,Revolving Credit Products,152,117,28,7
Q3,INT,Fee Based Products,261,196,41,23
Q1,EML,Third Party Products,187,114,20,54
Q1,DSA,Deposit Products,293,143,27,123
Q2,MAL,Fee Based Products,283,377,60,-154
Q1,TEL,Revolving Credit Products,206,89,16,102
Q1,MOP,Other Products,133,94,12,26
Q4,TEL,Deposit Products,612,240,33,338
Q1,DSA,Credit Products,121,46,5,70
Q3,TEL,Revolving Credit Products,330,345,65,-80
Q3,MAL,Other Products,278,229,55,-7
Q3,INT,Other Products,527,391,78,58
Q4,ATM,Revolving Credit Products,1338,691,102,545
Q3,BRH,Credit Products,640,621,131,-112
Q4,BRH,Other Products,643,495,122,26
Q2,BRH,Fee Based Products,344,141,22,181
Q2,DSA,Revolving Credit Products,212,234,46,-67
Q3,ATM,Revolving Credit Products,120,123,24,-27
Q4,MAL,Fee Based Products,214,240,50,-76
Q4,INT,Third Party Products,99,39,4,56
Q3,CCT,Deposit Products,169,163,29,-23
Q3,INT,Third Party Products,142,145,24,-27
Q3,MOP,Revolving Credit Products,261,178,31,52
Q4,EVE,Deposit Products,179,137,14,28
Q3,EML,Third Party Products,169,198,43,-72
Q4,EML,Revolving Credit Products,1999,1999,449,-449
Q4,CCT,Third Party Products,91,68,10,12
Q3,BRH,Revolving Credit Products,606,473,65,67
Q3,EML,Other Products,229,147,26,56
Q3,TEL,Credit Products,188,106,20,61
Q1,TEL,Revolving Credit Products,694,638,122,-66
Q1,BRH,Revolving Credit Products,502,524,75,-97
Q2,EML,Fee Based Products,232,106,19,106
Q3,DSA,Revolving Credit Products,121,127,30,-36
Q2,MOP,Other Products,167,136,28,3
Q2,CCT,Credit Products,394,428,92,-126
Q1,EML,Fee Based Products,148,85,17,46
Q2,EML,Fee Based Products,187,155,28,4
Q1,ATM,Deposit Products,478,341,75,62
Q2,BRH,Deposit Products,188,220,37,-68
Q4,ATM,Third Party Products,137,77,8,53
Q2,CCT,Credit Products,327,305,35,-12
Q1,BRH,Other Products,795,370,55,371
Q1,INT,Third Party Products,166,198,32,-65
Q2,TEL,Credit Products,144,69,15,60
Q4,ATM,Third Party Products,142,80,15,48
Q4,MAL,Third Party Products,156,91,17,48
Q3,MAL,Revolving Credit Products,237,307,32,-102
Q4,TEL,Deposit Products,241,277,30,-66
Q3,MAL,Fee Based Products,205,188,20,-3
Q4,INT,Third Party Products,120,135,18,-33
Q3,INT,Other Products,329,403,70,-144
Q3,MAL,Other Products,330,438,62,-170
Q2,MAL,Third Party Products,221,116,26,80
Q2,CCT,Revolving Credit Products,260,194,25,42
Q4,BRH,Credit Products,682,623,141,-82
Q2,EVE,Revolving Credit Products,119,144,15,-39
Q4,ATM,Other Products,139,95,10,34
Q1,INT,Deposit Products,180,135,27,19
Q1,DSA,Revolving Credit Products,196,164,32,1
Q2,EML,Credit Products,1655,669,123,863
Q1,MAL,Fee Based Products,331,225,54,53
Q4,EML,Fee Based Products,312,296,66,-51
Q4,CCT,Other Products,427,367,42,19
Q2,EML,Credit Products,444,333,79,33
Q1,BRH,Deposit Products,347,252,43,52
Q2,CCT,Deposit Products,1126,1467,154,-494
Q3,TEL,Credit Products,700,733,146,-179
Q4,DSA,Revolving Credit Products,164,113,17,34
Q2,INT,Deposit Products,255,274,31,-50
Q3,MOP,Revolving Credit Products,338,322,36,-20
Q1,CCT,Deposit Products,146,92,23,31
Q4,MAL,Third Party Products,98,121,17,-40
Q3,MAL,Revolving Credit Products,347,214,31,102
Q4,INT,Credit Products,239,241,30,-33
Q1,EML,Deposit Products,105,118,29,-42
Q4,ATM,Credit Products,216,104,23,90
Q1,MOP,Revolving Credit Products,206,243,29,-66
Q3,EML,Fee Based Products,224,297,30,-103
Q2,MAL,Credit Products,396,140,31,225
